753.0	1.000
807.0	44.00
787.0	74.00
794.0	95.00
781.0	105.0
797.0	130.0
819.0	154.0
841.0	197.0
909.0	243.0
931.0	279.0
941.0	316.0
922.0	348.0
936.0	376.0
949.0	407.0
973.0	418.0
970.0	436.0
920.0	472.0
925.0	499.0
915.0	511.0
928.0	523.0
925.0	555.0
943.0	583.0
939.0	607.0
899.0	623.0
891.0	648.0
910.0	691.0
943.0	715.0
945.0	751.0
973.0	765.0
967.0	785.0
906.0	838.0
834.0	851.0
876.0	874.0
877.0	900.0
800.0	960.0
