     # Tempo                      POP_NUMERICA                      PARC_REATIVA                      PAR_TEMPORAL                      P_DIFUSIVA_X                      P_DIFUSIVA_Y                      _____RESIDUO                      OCUPACAO_NUM                      ERRO_ESTACIO
      0.0050                        0.6808E+06                        0.9385E+00                        0.5867E+06                       -0.2526E+06                       -0.2743E+06                        0.1114E+07                       55.40771484                        0.00000000
      0.0100                        0.6808E+06                        0.9899E+00                       -0.1427E+06                       -0.9816E+05                       -0.4453E+05                        0.2675E+02                       55.40771484                        0.00001163
      0.0150                        0.6808E+06                        0.1064E+01                       -0.1099E+06                       -0.7512E+05                       -0.3469E+05                        0.4462E+02                       55.40771484                        0.00001976
      0.0200                        0.6808E+06                        0.1160E+01                       -0.9566E+05                       -0.6397E+05                       -0.3168E+05                        0.1609E+02                       55.40771484                        0.00002880
      0.0250                        0.6808E+06                        0.1278E+01                       -0.1006E+06                       -0.6267E+05                       -0.3798E+05                        0.5614E+02                       55.40771484                        0.00003793
      0.0300                        0.6808E+06                        0.1418E+01                       -0.1123E+06                       -0.5589E+05                       -0.5636E+05                        0.5863E+01                       55.40771484                        0.00004706
      0.0350                        0.6808E+06                        0.1581E+01                       -0.9403E+05                       -0.5548E+05                       -0.3858E+05                        0.2447E+02                       55.40771484                        0.00005615
      0.0400                        0.6808E+06                        0.1766E+01                       -0.8081E+05                       -0.5272E+05                       -0.2820E+05                        0.1017E+03                       55.42602539                        0.00006518
      0.0450                        0.6808E+06                        0.1972E+01                       -0.9787E+05                       -0.7346E+05                       -0.2446E+05                        0.4019E+02                       55.42602539                        0.00007416
      0.0500                        0.6808E+06                        0.2200E+01                       -0.1643E+06                       -0.1422E+06                       -0.2214E+05                        0.1884E+02                       55.42602539                        0.00008308
      0.0550                        0.6808E+06                        0.2450E+01                       -0.8386E+05                       -0.6349E+05                       -0.2037E+05                        0.6990E+01                       56.06689453                        0.00009194
      0.0600                        0.6807E+06                        0.2721E+01                       -0.7039E+05                       -0.5141E+05                       -0.1898E+05                        0.1136E+02                       56.06689453                        0.00010073
      0.0650                        0.6807E+06                        0.3013E+01                       -0.6347E+05                       -0.4563E+05                       -0.1783E+05                        0.2269E+02                       56.06689453                        0.00010945
      0.0700                        0.6807E+06                        0.3325E+01                       -0.5874E+05                       -0.4187E+05                       -0.1687E+05                        0.1481E+01                       56.20117188                        0.00011811
      0.0750                        0.6807E+06                        0.3659E+01                       -0.5520E+05                       -0.3910E+05                       -0.1610E+05                        0.1427E+02                       56.20117188                        0.00012670
      0.0800                        0.6807E+06                        0.4013E+01                       -0.5238E+05                       -0.3692E+05                       -0.1553E+05                        0.5805E+02                       56.20117188                        0.00013521
      0.0850                        0.6807E+06                        0.4387E+01                       -0.5058E+05                       -0.3528E+05                       -0.1535E+05                        0.4543E+02                       56.20117188                        0.00014366
      0.0900                        0.6806E+06                        0.4781E+01                       -0.5607E+05                       -0.3662E+05                       -0.1948E+05                        0.3068E+02                       56.20117188                        0.00015202
      0.0950                        0.6806E+06                        0.5195E+01                       -0.5517E+05                       -0.3614E+05                       -0.1897E+05                        0.6946E+02                       57.10449219                        0.00016031
      0.1000                        0.6806E+06                        0.5628E+01                       -0.9870E+05                       -0.3950E+05                       -0.5917E+05                        0.4196E+02                       57.10449219                        0.00016853
      0.1050                        0.6806E+06                        0.6081E+01                       -0.5078E+05                       -0.3287E+05                       -0.1790E+05                        0.1494E+02                       57.10449219                        0.00017666
      0.1100                        0.6805E+06                        0.6553E+01                       -0.5124E+05                       -0.3236E+05                       -0.1891E+05                        0.1461E+02                       57.10449219                        0.00018472
      0.1150                        0.6805E+06                        0.7044E+01                       -0.5385E+05                       -0.2957E+05                       -0.2433E+05                        0.4133E+02                       57.10449219                        0.00019270
      0.1200                        0.6805E+06                        0.7554E+01                       -0.8784E+05                       -0.2940E+05                       -0.5848E+05                        0.3504E+02                       57.10449219                        0.00020059
      0.1250                        0.6804E+06                        0.8082E+01                       -0.5420E+05                       -0.3212E+05                       -0.2219E+05                        0.9643E+02                       57.10449219                        0.00020840
      0.1300                        0.6804E+06                        0.8628E+01                       -0.6005E+05                       -0.3995E+05                       -0.2007E+05                        0.4064E+02                       57.10449219                        0.00021613
      0.1350                        0.6804E+06                        0.9192E+01                       -0.4479E+05                       -0.2899E+05                       -0.1587E+05                        0.7031E+02                       57.10449219                        0.00022377
      0.1400                        0.6803E+06                        0.9774E+01                       -0.4234E+05                       -0.2777E+05                       -0.1456E+05                        0.2434E+02                       57.10449219                        0.00023133
      0.1450                        0.6803E+06                        0.1037E+02                       -0.4126E+05                       -0.2760E+05                       -0.1371E+05                        0.4539E+02                       57.10449219                        0.00023880
      0.1500                        0.6803E+06                        0.1099E+02                       -0.4133E+05                       -0.2825E+05                       -0.1308E+05                        0.9540E+01                       57.10449219                        0.00024618
      0.1550                        0.6802E+06                        0.1162E+02                       -0.4264E+05                       -0.3014E+05                       -0.1257E+05                        0.5832E+02                       57.10449219                        0.00025347
      0.1600                        0.6802E+06                        0.1227E+02                       -0.4692E+05                       -0.3483E+05                       -0.1215E+05                        0.4978E+02                       57.10449219                        0.00026068
      0.1650                        0.6801E+06                        0.1294E+02                       -0.6205E+05                       -0.5027E+05                       -0.1184E+05                        0.4203E+02                       57.10449219                        0.00026780
      0.1700                        0.6801E+06                        0.1362E+02                       -0.1915E+07                       -0.1896E+07                       -0.1964E+05                        0.1038E+03                       57.10449219                        0.00027483
      0.1750                        0.6801E+06                        0.1432E+02                       -0.7037E+05                       -0.5917E+05                       -0.1118E+05                        0.3808E+02                       57.10449219                        0.00028177
      0.1800                        0.6800E+06                        0.1503E+02                       -0.5149E+05                       -0.4066E+05                       -0.1089E+05                        0.3821E+02                       57.10449219                        0.00028861
      0.1850                        0.6800E+06                        0.1576E+02                       -0.4503E+05                       -0.3442E+05                       -0.1065E+05                        0.1928E+02                       57.10449219                        0.00029537
      0.1900                        0.6799E+06                        0.1650E+02                       -0.4157E+05                       -0.3115E+05                       -0.1044E+05                        0.1139E+02                       57.10449219                        0.00030203
      0.1950                        0.6799E+06                        0.1726E+02                       -0.3937E+05                       -0.2909E+05                       -0.1029E+05                        0.5425E+01                       57.10449219                        0.00030861
      0.2000                        0.6798E+06                        0.1803E+02                       -0.3791E+05                       -0.2767E+05                       -0.1024E+05                        0.1578E+02                       57.10449219                        0.00031509
      0.2050                        0.6798E+06                        0.1882E+02                       -0.4016E+05                       -0.2784E+05                       -0.1239E+05                        0.5153E+02                       57.10449219                        0.00032148
      0.2100                        0.6797E+06                        0.1962E+02                       -0.4439E+05                       -0.2865E+05                       -0.1580E+05                        0.4487E+02                       57.10449219                        0.00032778
      0.2150                        0.6797E+06                        0.2043E+02                       -0.3792E+05                       -0.2582E+05                       -0.1211E+05                        0.1563E+02                       57.10449219                        0.00033398
      0.2200                        0.6796E+06                        0.2126E+02                       -0.3437E+05                       -0.2441E+05                       -0.1009E+05                        0.1108E+03                       57.10449219                        0.00034009
      0.2250                        0.6796E+06                        0.2210E+02                       -0.3509E+05                       -0.2446E+05                       -0.1058E+05                        0.7659E+02                       57.10449219                        0.00034611
      0.2300                        0.6795E+06                        0.2295E+02                       -0.3851E+05                       -0.2507E+05                       -0.1341E+05                        0.5229E+02                       57.10449219                        0.00035204
      0.2350                        0.6795E+06                        0.2382E+02                       -0.3446E+05                       -0.2345E+05                       -0.1106E+05                        0.2192E+02                       57.10449219                        0.00035788
      0.2400                        0.6794E+06                        0.2470E+02                       -0.3364E+05                       -0.2282E+05                       -0.1086E+05                        0.1008E+02                       57.10449219                        0.00036362
      0.2450                        0.6794E+06                        0.2559E+02                       -0.3446E+05                       -0.2298E+05                       -0.1150E+05                        0.6020E+00                       57.10449219                        0.00036927
      0.2500                        0.6793E+06                        0.2649E+02                       -0.3515E+05                       -0.2356E+05                       -0.1156E+05                        0.6048E+02                       57.10449219                        0.00037483
      0.2550                        0.6793E+06                        0.2740E+02                       -0.3474E+05                       -0.2261E+05                       -0.1217E+05                        0.1614E+02                       57.10449219                        0.00038029
      0.2600                        0.6792E+06                        0.2832E+02                       -0.3556E+05                       -0.2146E+05                       -0.1414E+05                        0.3139E+01                       57.10449219                        0.00038567
      0.2650                        0.6791E+06                        0.2926E+02                       -0.4671E+05                       -0.2090E+05                       -0.2583E+05                        0.1157E+02                       57.10449219                        0.00039095
      0.2700                        0.6791E+06                        0.3020E+02                       -0.5105E+05                       -0.2059E+05                       -0.3050E+05                        0.1653E+02                       57.10449219                        0.00039614
      0.2750                        0.6790E+06                        0.3116E+02                       -0.3617E+05                       -0.2054E+05                       -0.1563E+05                        0.3712E+02                       57.10449219                        0.00040124
      0.2800                        0.6790E+06                        0.3212E+02                       -0.3320E+05                       -0.2052E+05                       -0.1280E+05                        0.8895E+02                       57.10449219                        0.00040625
      0.2850                        0.6789E+06                        0.3310E+02                       -0.3241E+05                       -0.2084E+05                       -0.1163E+05                        0.2711E+02                       57.10449219                        0.00041117
      0.2900                        0.6788E+06                        0.3408E+02                       -0.3394E+05                       -0.2268E+05                       -0.1127E+05                        0.2668E+02                       57.10449219                        0.00041600
      0.2950                        0.6788E+06                        0.3508E+02                       -0.1619E+06                       -0.1314E+06                       -0.3047E+05                        0.1422E+02                       57.10449219                        0.00042074
      0.3000                        0.6787E+06                        0.3608E+02                       -0.3350E+05                       -0.2298E+05                       -0.1050E+05                        0.5362E+02                       57.10449219                        0.00042539
      0.3050                        0.6787E+06                        0.3709E+02                       -0.3046E+05                       -0.2069E+05                       -0.9799E+04                        0.1576E+02                       57.10449219                        0.00042995
      0.3100                        0.6786E+06                        0.3811E+02                       -0.2927E+05                       -0.1990E+05                       -0.9422E+04                        0.7461E+01                       57.10449219                        0.00043443
      0.3150                        0.6785E+06                        0.3914E+02                       -0.2861E+05                       -0.1950E+05                       -0.9148E+04                        0.4211E+01                       57.10449219                        0.00043882
      0.3200                        0.6785E+06                        0.4018E+02                       -0.2815E+05                       -0.1929E+05                       -0.8927E+04                        0.2799E+02                       57.10449219                        0.00044312
      0.3250                        0.6784E+06                        0.4122E+02                       -0.2800E+05                       -0.1922E+05                       -0.8741E+04                        0.7820E+02                       57.10449219                        0.00044733
      0.3300                        0.6783E+06                        0.4227E+02                       -0.2778E+05                       -0.1929E+05                       -0.8581E+04                        0.4597E+02                       57.10449219                        0.00045146
      0.3350                        0.6783E+06                        0.4333E+02                       -0.2795E+05                       -0.1949E+05                       -0.8445E+04                        0.5279E+02                       57.10449219                        0.00045551
      0.3400                        0.6782E+06                        0.4440E+02                       -0.2816E+05                       -0.1990E+05                       -0.8332E+04                        0.2694E+02                       57.10449219                        0.00045946
      0.3450                        0.6781E+06                        0.4547E+02                       -0.2892E+05                       -0.2063E+05                       -0.8262E+04                        0.7501E+02                       57.10449219                        0.00046334
      0.3500                        0.6781E+06                        0.4655E+02                       -0.3037E+05                       -0.2207E+05                       -0.8344E+04                        0.8557E+01                       57.10449219                        0.00046713
      0.3550                        0.6780E+06                        0.4764E+02                       -0.3197E+05                       -0.2380E+05                       -0.8200E+04                        0.1822E+02                       57.10449219                        0.00047084
      0.3600                        0.6779E+06                        0.4873E+02                       -0.3696E+05                       -0.2856E+05                       -0.8435E+04                        0.1593E+02                       57.10449219                        0.00047447
      0.3650                        0.6778E+06                        0.4983E+02                       -0.4578E+05                       -0.3740E+05                       -0.8427E+04                        0.5686E+00                       57.10449219                        0.00047802
      0.3700                        0.6778E+06                        0.5093E+02                       -0.7760E+05                       -0.6877E+05                       -0.8832E+04                        0.4845E+02                       57.10449219                        0.00048149
      0.3750                        0.6777E+06                        0.5204E+02                       -0.1355E+06                       -0.1268E+06                       -0.8778E+04                        0.8490E+02                       57.10449219                        0.00048488
      0.3800                        0.6776E+06                        0.5315E+02                       -0.5114E+05                       -0.4307E+05                       -0.8103E+04                        0.1979E+02                       57.10449219                        0.00048819
      0.3850                        0.6776E+06                        0.5427E+02                       -0.3984E+05                       -0.3196E+05                       -0.7952E+04                        0.1154E+02                       57.10449219                        0.00049142
      0.3900                        0.6775E+06                        0.5540E+02                       -0.7023E+05                       -0.4533E+05                       -0.2498E+05                        0.2421E+02                       57.10449219                        0.00049458
      0.3950                        0.6774E+06                        0.5653E+02                       -0.3286E+05                       -0.2501E+05                       -0.7845E+04                        0.6084E+02                       57.10449219                        0.00049766
      0.4000                        0.6773E+06                        0.5766E+02                       -0.3111E+05                       -0.2337E+05                       -0.7776E+04                        0.2233E+02                       57.10449219                        0.00050066
      0.4050                        0.6773E+06                        0.5880E+02                       -0.3078E+05                       -0.2250E+05                       -0.8292E+04                        0.3876E+02                       57.10449219                        0.00050359
      0.4100                        0.6772E+06                        0.5994E+02                       -0.3057E+05                       -0.2203E+05                       -0.8605E+04                        0.1563E+01                       57.10449219                        0.00050645
      0.4150                        0.6771E+06                        0.6109E+02                       -0.2989E+05                       -0.2151E+05                       -0.8430E+04                        0.1598E+02                       57.10449219                        0.00050923
      0.4200                        0.6770E+06                        0.6224E+02                       -0.3114E+05                       -0.2172E+05                       -0.9450E+04                        0.2730E+02                       57.10449219                        0.00051194
      0.4250                        0.6770E+06                        0.6339E+02                       -0.2905E+05                       -0.2010E+05                       -0.9026E+04                        0.7364E+01                       57.10449219                        0.00051458
      0.4300                        0.6769E+06                        0.6455E+02                       -0.2745E+05                       -0.1958E+05                       -0.7950E+04                        0.6269E+01                       57.10449219                        0.00051715
      0.4350                        0.6768E+06                        0.6571E+02                       -0.2653E+05                       -0.1893E+05                       -0.7710E+04                        0.3744E+02                       57.10449219                        0.00051965
      0.4400                        0.6767E+06                        0.6687E+02                       -0.2627E+05                       -0.1858E+05                       -0.7746E+04                        0.1899E+02                       57.10449219                        0.00052208
      0.4450                        0.6767E+06                        0.6803E+02                       -0.2610E+05                       -0.1832E+05                       -0.7898E+04                        0.5641E+02                       57.10449219                        0.00052445
      0.4500                        0.6766E+06                        0.6920E+02                       -0.2640E+05                       -0.1818E+05                       -0.8199E+04                        0.8575E+02                       57.10449219                        0.00052674
      0.4550                        0.6765E+06                        0.7037E+02                       -0.2700E+05                       -0.1831E+05                       -0.8793E+04                        0.3228E+02                       57.10449219                        0.00052898
      0.4600                        0.6764E+06                        0.7155E+02                       -0.3623E+05                       -0.2438E+05                       -0.1194E+05                        0.2412E+02                       57.10449219                        0.00053114
      0.4650                        0.6763E+06                        0.7272E+02                       -0.3243E+05                       -0.1888E+05                       -0.1356E+05                        0.6949E+02                       57.10449219                        0.00053325
      0.4700                        0.6763E+06                        0.7390E+02                       -0.3663E+05                       -0.1778E+05                       -0.1891E+05                        0.9108E+01                       57.11059570                        0.00053528
      0.4750                        0.6762E+06                        0.7508E+02                       -0.5984E+05                       -0.1724E+05                       -0.4270E+05                        0.2912E+02                       57.11059570                        0.00053726
      0.4800                        0.6761E+06                        0.7626E+02                       -0.3115E+05                       -0.1694E+05                       -0.1427E+05                        0.2001E+02                       57.11059570                        0.00053918
      0.4850                        0.6760E+06                        0.7744E+02                       -0.2759E+05                       -0.1674E+05                       -0.1095E+05                        0.1653E+02                       57.11059570                        0.00054103
      0.4900                        0.6759E+06                        0.7863E+02                       -0.2618E+05                       -0.1659E+05                       -0.9633E+04                        0.3459E+02                       57.11059570                        0.00054283
      0.4950                        0.6759E+06                        0.7981E+02                       -0.2533E+05                       -0.1648E+05                       -0.8918E+04                        0.3789E+01                       57.11669922                        0.00054457
      0.5000                        0.6758E+06                        0.8100E+02                       -0.2477E+05                       -0.1645E+05                       -0.8472E+04                        0.7701E+02                       57.14111328                        0.00054625
      0.5050                        0.6757E+06                        0.8219E+02                       -0.2672E+05                       -0.1841E+05                       -0.8469E+04                        0.7457E+02                       57.37304688                        0.00054787
      0.5100                        0.6756E+06                        0.8338E+02                       -0.2441E+05                       -0.1650E+05                       -0.7951E+04                        0.3682E+02                       57.37304688                        0.00054943
      0.5150                        0.6755E+06                        0.8456E+02                       -0.2449E+05                       -0.1674E+05                       -0.7835E+04                        0.2226E+01                       57.37304688                        0.00055094
      0.5200                        0.6755E+06                        0.8576E+02                       -0.2753E+05                       -0.1913E+05                       -0.8467E+04                        0.1163E+02                       57.42187500                        0.00055240
      0.5250                        0.6754E+06                        0.8695E+02                       -0.2707E+05                       -0.1910E+05                       -0.8030E+04                        0.2757E+02                       57.42187500                        0.00055380
      0.5300                        0.6753E+06                        0.8814E+02                       -0.5159E+05                       -0.4049E+05                       -0.1121E+05                        0.1472E+02                       57.42187500                        0.00055515
      0.5350                        0.6752E+06                        0.8933E+02                       -0.4815E+05                       -0.3751E+05                       -0.1068E+05                        0.4399E+02                       57.42187500                        0.00055645
      0.5400                        0.6751E+06                        0.9052E+02                       -0.2474E+05                       -0.1746E+05                       -0.7364E+04                        0.9408E+01                       57.42187500                        0.00055770
      0.5450                        0.6751E+06                        0.9171E+02                       -0.2362E+05                       -0.1655E+05                       -0.7151E+04                        0.1202E+02                       57.42187500                        0.00055890
      0.5500                        0.6750E+06                        0.9291E+02                       -0.2301E+05                       -0.1611E+05                       -0.7020E+04                        0.2536E+02                       57.42187500                        0.00056005
      0.5550                        0.6749E+06                        0.9410E+02                       -0.2272E+05                       -0.1585E+05                       -0.6929E+04                        0.3372E+02                       57.42187500                        0.00056115
      0.5600                        0.6748E+06                        0.9529E+02                       -0.2245E+05                       -0.1570E+05                       -0.6882E+04                        0.4496E+02                       57.42187500                        0.00056220
      0.5650                        0.6747E+06                        0.9648E+02                       -0.2300E+05                       -0.1592E+05                       -0.7220E+04                        0.3798E+02                       57.42187500                        0.00056321
      0.5700                        0.6746E+06                        0.9767E+02                       -0.2226E+05                       -0.1554E+05                       -0.6789E+04                        0.2254E+02                       57.44018555                        0.00056417
      0.5750                        0.6746E+06                        0.9886E+02                       -0.2223E+05                       -0.1558E+05                       -0.6824E+04                        0.6808E+02                       57.72094727                        0.00056508
      0.5800                        0.6745E+06                        0.1001E+03                       -0.2289E+05                       -0.1592E+05                       -0.7078E+04                        0.8589E+01                       57.73315430                        0.00056595
      0.5850                        0.6744E+06                        0.1012E+03                       -0.2290E+05                       -0.1584E+05                       -0.7065E+04                        0.9494E+02                       57.73925781                        0.00056678
      0.5900                        0.6743E+06                        0.1024E+03                       -0.2269E+05                       -0.1584E+05                       -0.6941E+04                        0.1260E+02                       57.74536133                        0.00056757
      0.5950                        0.6742E+06                        0.1036E+03                       -0.2291E+05                       -0.1606E+05                       -0.6931E+04                        0.2610E+02                       57.74536133                        0.00056831
      0.6000                        0.6741E+06                        0.1048E+03                       -0.2298E+05                       -0.1634E+05                       -0.6762E+04                        0.1763E+02                       57.74536133                        0.00056901
      0.6050                        0.6741E+06                        0.1060E+03                       -0.2307E+05                       -0.1651E+05                       -0.6730E+04                        0.6298E+02                       57.74536133                        0.00056967
      0.6100                        0.6740E+06                        0.1072E+03                       -0.2318E+05                       -0.1670E+05                       -0.6627E+04                        0.4494E+02                       57.75756836                        0.00057030
      0.6150                        0.6739E+06                        0.1084E+03                       -0.2406E+05                       -0.1736E+05                       -0.6733E+04                        0.6990E+02                       57.77587891                        0.00057088
      0.6200                        0.6738E+06                        0.1096E+03                       -0.2685E+05                       -0.1946E+05                       -0.7530E+04                        0.2694E+02                       57.77587891                        0.00057143
      0.6250                        0.6737E+06                        0.1107E+03                       -0.3645E+05                       -0.2770E+05                       -0.8831E+04                        0.3212E+02                       57.80029297                        0.00057193
      0.6300                        0.6736E+06                        0.1119E+03                       -0.2785E+05                       -0.2077E+05                       -0.7206E+04                        0.1453E+02                       57.85522461                        0.00057241
      0.6350                        0.6736E+06                        0.1131E+03                       -0.3025E+05                       -0.2343E+05                       -0.6923E+04                        0.4790E+01                       57.87353516                        0.00057284
      0.6400                        0.6735E+06                        0.1143E+03                       -0.3598E+05                       -0.2895E+05                       -0.7138E+04                        0.1191E+00                       57.87353516                        0.00057324
      0.6450                        0.6734E+06                        0.1154E+03                       -0.2206E+06                       -0.2072E+06                       -0.1335E+05                        0.1519E+03                       57.87353516                        0.00057361
      0.6500                        0.6733E+06                        0.1166E+03                       -0.1036E+06                       -0.9590E+05                       -0.7983E+04                        0.1721E+03                       57.87353516                        0.00057394
      0.6550                        0.6732E+06                        0.1178E+03                       -0.7399E+05                       -0.6729E+05                       -0.6693E+04                        0.1229E+03                       57.87353516                        0.00057424
      0.6600                        0.6731E+06                        0.1190E+03                       -0.4203E+05                       -0.3496E+05                       -0.7242E+04                        0.4683E+02                       57.87353516                        0.00057451
      0.6650                        0.6731E+06                        0.1201E+03                       -0.3394E+05                       -0.2732E+05                       -0.6776E+04                        0.3637E+02                       57.87353516                        0.00057475
      0.6700                        0.6730E+06                        0.1213E+03                       -0.2978E+05                       -0.2340E+05                       -0.6466E+04                        0.3229E+02                       57.87353516                        0.00057495
      0.6750                        0.6729E+06                        0.1225E+03                       -0.3309E+05                       -0.2475E+05                       -0.8442E+04                        0.2491E+02                       57.87353516                        0.00057513
      0.6800                        0.6728E+06                        0.1236E+03                       -0.2617E+05                       -0.1997E+05                       -0.6393E+04                        0.6508E+02                       57.87353516                        0.00057527
      0.6850                        0.6727E+06                        0.1248E+03                       -0.2517E+05                       -0.1895E+05                       -0.6388E+04                        0.4993E+02                       57.87353516                        0.00057539
      0.6900                        0.6726E+06                        0.1260E+03                       -0.2455E+05                       -0.1822E+05                       -0.6442E+04                        0.1383E+02                       57.87353516                        0.00057548
      0.6950                        0.6726E+06                        0.1271E+03                       -0.2409E+05                       -0.1765E+05                       -0.6545E+04                        0.1955E+02                       57.87353516                        0.00057554
      0.7000                        0.6725E+06                        0.1283E+03                       -0.2377E+05                       -0.1721E+05                       -0.6713E+04                        0.1732E+02                       57.87353516                        0.00057557
      0.7050                        0.6724E+06                        0.1294E+03                       -0.2374E+05                       -0.1685E+05                       -0.6977E+04                        0.4516E+02                       57.87353516                        0.00057558
      0.7100                        0.6723E+06                        0.1306E+03                       -0.2392E+05                       -0.1658E+05                       -0.7412E+04                        0.5899E+02                       57.87353516                        0.00057556
      0.7150                        0.6722E+06                        0.1317E+03                       -0.2459E+05                       -0.1641E+05                       -0.8193E+04                        0.1158E+03                       57.87353516                        0.00057551
      0.7200                        0.6721E+06                        0.1329E+03                       -0.2636E+05                       -0.1651E+05                       -0.9966E+04                        0.1423E+02                       57.87353516                        0.00057545
      0.7250                        0.6720E+06                        0.1340E+03                       -0.3250E+05                       -0.1732E+05                       -0.1534E+05                        0.2512E+02                       57.87353516                        0.00057535
      0.7300                        0.6720E+06                        0.1352E+03                       -0.1154E+06                       -0.1923E+05                       -0.9636E+05                        0.5004E+01                       57.87353516                        0.00057523
      0.7350                        0.6719E+06                        0.1363E+03                       -0.3149E+05                       -0.1741E+05                       -0.1429E+05                        0.6206E+02                       57.87353516                        0.00057509
      0.7400                        0.6718E+06                        0.1375E+03                       -0.2553E+05                       -0.1566E+05                       -0.9999E+04                        0.1243E+02                       57.87353516                        0.00057493
      0.7450                        0.6717E+06                        0.1386E+03                       -0.2368E+05                       -0.1528E+05                       -0.8575E+04                        0.3952E+02                       57.87353516                        0.00057475
      0.7500                        0.6716E+06                        0.1397E+03                       -0.2278E+05                       -0.1505E+05                       -0.7842E+04                        0.2876E+02                       57.87353516                        0.00057454
      0.7550                        0.6715E+06                        0.1409E+03                       -0.2215E+05                       -0.1488E+05                       -0.7389E+04                        0.3021E+02                       57.87353516                        0.00057431
      0.7600                        0.6715E+06                        0.1420E+03                       -0.2166E+05                       -0.1473E+05                       -0.7080E+04                        0.1474E+02                       57.87353516                        0.00057406
      0.7650                        0.6714E+06                        0.1431E+03                       -0.2132E+05                       -0.1461E+05                       -0.6856E+04                        0.6185E+01                       57.87353516                        0.00057379
      0.7700                        0.6713E+06                        0.1443E+03                       -0.2101E+05                       -0.1452E+05                       -0.6689E+04                        0.5725E+02                       57.87353516                        0.00057351
      0.7750                        0.6712E+06                        0.1454E+03                       -0.2084E+05                       -0.1446E+05                       -0.6568E+04                        0.3929E+02                       57.87353516                        0.00057320
      0.7800                        0.6711E+06                        0.1465E+03                       -0.2089E+05                       -0.1448E+05                       -0.6522E+04                        0.2808E+02                       57.87353516                        0.00057287
      0.7850                        0.6711E+06                        0.1476E+03                       -0.2120E+05                       -0.1477E+05                       -0.6656E+04                        0.8165E+02                       57.87353516                        0.00057253
      0.7900                        0.6710E+06                        0.1488E+03                       -0.2085E+05                       -0.1458E+05                       -0.6428E+04                        0.9788E+01                       57.87353516                        0.00057217
