    752.5000          0.5000
    756.1303          2.6965
    759.7462          4.8910
    763.3331          7.0814
    766.8768          9.2658
    770.3627         11.4420
    773.7764         13.6080
    777.1036         15.7619
    780.3295         17.9016
    783.4400         20.0250
    786.4206         22.1301
    789.2567         24.2150
    791.9340         26.2775
    794.4381         28.3156
    796.7544         30.3274
    798.8687         32.3107
    800.7662         34.2636
    802.4327         36.1840
    803.8539         38.0698
    805.0151         39.9191
    805.9019         41.7299
    806.5000         43.5000
    806.8013         45.2281
    806.8236         46.9153
    806.5912         48.5634
    806.1284         50.1739
    805.4593         51.7488
    804.6082         53.2897
    803.5995         54.7983
    802.4573         56.2763
    801.2060         57.7256
    799.8696         59.1478
    798.4727         60.5447
    797.0391         61.9179
    795.5935         63.2693
    794.1599         64.6005
    792.7626         65.9133
    791.4260         67.2094
    790.1741         68.4905
    789.0313         69.7584
    788.0219         71.0148
    787.1700         72.2614
    786.5000         73.5000
    786.0291         74.7316
    785.7473         75.9546
    785.6372         77.1666
    785.6818         78.3655
    785.8640         79.5488
    786.1666         80.7144
    786.5724         81.8598
    787.0644         82.9829
    787.6253         84.0813
    788.2382         85.1527
    788.8857         86.1948
    789.5507         87.2053
    790.2164         88.1819
    790.8651         89.1224
    791.4802         90.0244
    792.0443         90.8857
    792.5401         91.7038
    792.9509         92.4767
    793.2591         93.2018
    793.4478         93.8770
    793.5000         94.5000
    793.4035         95.0698
    793.1670         95.5913
    792.8044         96.0705
    792.3296         96.5136
    791.7563         96.9269
    791.0986         97.3164
    790.3701         97.6883
    789.5847         98.0489
    788.7563         98.4041
    787.8987         98.7603
    787.0258         99.1235
    786.1514         99.5000
    785.2894         99.8958
    784.4536        100.3172
    783.6578        100.7703
    782.9160        101.2613
    782.2419        101.7963
    781.6494        102.3816
    781.1523        103.0231
    780.7646        103.7272
    780.5000        104.5000
    780.3690        105.3457
    780.3685        106.2607
    780.4919        107.2395
    780.7328        108.2767
    781.0847        109.3667
    781.5412        110.5040
    782.0955        111.6832
    782.7413        112.8986
    783.4720        114.1449
    784.2812        115.4165
    785.1624        116.7078
    786.1089        118.0135
    787.1144        119.3280
    788.1724        120.6457
    789.2764        121.9613
    790.4196        123.2691
    791.5959        124.5638
    792.7986        125.8397
    794.0212        127.0913
    795.2571        128.3133
    796.5000        129.5000
    797.7439        130.6478
    798.9855        131.7604
    800.2220        132.8432
    801.4507        133.9017
    802.6689        134.9414
    803.8739        135.9679
    805.0629        136.9865
    806.2331        138.0028
    807.3818        139.0222
    808.5065        140.0504
    809.6042        141.0926
    810.6722        142.1545
    811.7079        143.2415
    812.7084        144.3591
    813.6711        145.5128
    814.5933        146.7080
    815.4722        147.9503
    816.3050        149.2452
    817.0891        150.5981
    817.8217        152.0146
    818.5000        153.5000
    819.1241        155.0584
    819.7048        156.6879
    820.2556        158.3849
    820.7900        160.1459
    821.3217        161.9675
    821.8642        163.8461
    822.4310        165.7783
    823.0355        167.7606
    823.6915        169.7894
    824.4124        171.8614
    825.2117        173.9730
    826.1030        176.1207
    827.1000        178.3010
    828.2160        180.5105
    829.4645        182.7457
    830.8594        185.0030
    832.4139        187.2790
    834.1417        189.5702
    836.0563        191.8731
    838.1712        194.1842
    840.5000        196.5000
    843.0504        198.8173
    845.8065        201.1340
    848.7469        203.4481
    851.8498        205.7578
    855.0934        208.0611
    858.4564        210.3561
    861.9171        212.6410
    865.4537        214.9138
    869.0446        217.1727
    872.6683        219.4158
    876.3030        221.6410
    879.9272        223.8466
    883.5192        226.0307
    887.0574        228.1914
    890.5201        230.3267
    893.8856        232.4348
    897.1325        234.5137
    900.2390        236.5616
    903.1835        238.5765
    905.9445        240.5566
    908.5000        242.5000
    910.8345        244.4055
    912.9556        246.2750
    914.8765        248.1113
    916.6107        249.9168
    918.1714        251.6944
    919.5723        253.4467
    920.8267        255.1762
    921.9479        256.8858
    922.9493        258.5780
    923.8444        260.2556
    924.6465        261.9211
    925.3690        263.5772
    926.0253        265.2266
    926.6288        266.8720
    927.1929        268.5161
    927.7310        270.1613
    928.2565        271.8106
    928.7827        273.4664
    929.3231        275.1314
    929.8911        276.8084
    930.5000        278.5000
    931.1594        280.2081
    931.8632        281.9318
    932.6016        283.6696
    933.3645        285.4196
    934.1422        287.1805
    934.9247        288.9506
    935.7020        290.7281
    936.4644        292.5116
    937.2018        294.2994
    937.9044        296.0899
    938.5623        297.8815
    939.1655        299.6725
    939.7041        301.4613
    940.1683        303.2464
    940.5481        305.0260
    940.8336        306.7986
    941.0149        308.5626
    941.0821        310.3164
    941.0253        312.0583
    940.8346        313.7867
    940.5000        315.5000
    940.0159        317.1968
    939.3932        318.8769
    938.6474        320.5401
    937.7934        322.1862
    936.8466        323.8154
    935.8222        325.4275
    934.7354        327.0223
    933.6015        328.5999
    932.4358        330.1601
    931.2533        331.7029
    930.0693        333.2282
    928.8991        334.7359
    927.7580        336.2259
    926.6610        337.6982
    925.6235        339.1525
    924.6607        340.5890
    923.7878        342.0075
    923.0201        343.4080
    922.3727        344.7903
    921.8610        346.1543
    921.5000        347.5000
    921.3007        348.8278
    921.2567        350.1397
    921.3571        351.4385
    921.5911        352.7266
    921.9477        354.0066
    922.4161        355.2812
    922.9857        356.5528
    923.6454        357.8242
    924.3846        359.0979
    925.1922        360.3764
    926.0576        361.6624
    926.9697        362.9583
    927.9180        364.2669
    928.8914        365.5908
    929.8791        366.9323
    930.8704        368.2943
    931.8542        369.6792
    932.8201        371.0896
    933.7568        372.5282
    934.6537        373.9975
    935.5000        375.5000
    936.2876        377.0370
    937.0198        378.6042
    937.7026        380.1958
    938.3421        381.8061
    938.9446        383.4294
    939.5159        385.0600
    940.0623        386.6921
    940.5899        388.3201
    941.1046        389.9381
    941.6125        391.5405
    942.1200        393.1216
    942.6329        394.6756
    943.1573        396.1968
    943.6995        397.6796
    944.2653        399.1180
    944.8610        400.5066
    945.4926        401.8395
    946.1662        403.1110
    946.8879        404.3154
    947.6638        405.4470
    948.5000        406.5000
    949.4006        407.4706
    950.3618        408.3623
    951.3779        409.1806
    952.4431        409.9308
    953.5517        410.6183
    954.6979        411.2485
    955.8760        411.8268
    957.0803        412.3587
    958.3049        412.8495
    959.5443        413.3046
    960.7925        413.7294
    962.0439        414.1294
    963.2926        414.5099
    964.5331        414.8762
    965.7595        415.2339
    966.9659        415.5883
    968.1469        415.9448
    969.2965        416.3089
    970.4091        416.6858
    971.4789        417.0811
    972.5000        417.5000
    973.4666        417.9474
    974.3710        418.4256
    975.2058        418.9361
    975.9630        419.4805
    976.6351        420.0606
    977.2142        420.6778
    977.6927        421.3339
    978.0630        422.0304
    978.3170        422.7689
    978.4473        423.5511
    978.4460        424.3786
    978.3054        425.2530
    978.0179        426.1758
    977.5757        427.1489
    976.9711        428.1737
    976.1962        429.2519
    975.2436        430.3850
    974.1055        431.5748
    972.7739        432.8228
    971.2413        434.1307
    969.5000        435.5000
    967.5475        436.9313
    965.4021        438.4210
    963.0876        439.9642
    960.6277        441.5563
    958.0461        443.1925
    955.3663        444.8682
    952.6121        446.5784
    949.8072        448.3185
    946.9752        450.0836
    944.1398        451.8692
    941.3248        453.6705
    938.5538        455.4826
    935.8504        457.3009
    933.2383        459.1206
    930.7413        460.9371
    928.3828        462.7455
    926.1868        464.5410
    924.1768        466.3189
    922.3766        468.0746
    920.8098        469.8031
    919.5001        471.5000
    918.4636        473.1611
    917.6870        474.7855
    917.1493        476.3731
    916.8297        477.9237
    916.7072        479.4373
    916.7609        480.9137
    916.9700        482.3527
    917.3135        483.7542
    917.7705        485.1181
    918.3201        486.4443
    918.9415        487.7325
    919.6136        488.9827
    920.3156        490.1947
    921.0267        491.3683
    921.7258        492.5036
    922.3922        493.6003
    923.0048        494.6583
    923.5427        495.6773
    923.9852        496.6574
    924.3113        497.5983
    924.5000        498.5000
    924.5364        499.3625
    924.4292        500.1870
    924.1929        500.9749
    923.8420        501.7276
    923.3914        502.4465
    922.8554        503.1331
    922.2488        503.7886
    921.5859        504.4146
    920.8817        505.0124
    920.1504        505.5834
    919.4067        506.1290
    918.6653        506.6508
    917.9407        507.1499
    917.2476        507.6280
    916.6004        508.0862
    916.0138        508.5262
    915.5023        508.9492
    915.0806        509.3567
    914.7633        509.7500
    914.5649        510.1307
    914.5001        510.5000
    914.5786        510.8599
    914.7925        511.2141
    915.1289        511.5669
    915.5749        511.9225
    916.1177        512.2852
    916.7444        512.6591
    917.4424        513.0485
    918.1985        513.4576
    919.0004        513.8907
    919.8347        514.3521
    920.6889        514.8459
    921.5501        515.3763
    922.4055        515.9477
    923.2422        516.5642
    924.0475        517.2302
    924.8086        517.9497
    925.5124        518.7271
    926.1463        519.5667
    926.6974        520.4725
    927.1529        521.4489
    927.5000        522.5000
    927.7299        523.6285
    927.8499        524.8309
    927.8716        526.1014
    927.8065        527.4347
    927.6658        528.8256
    927.4611        530.2686
    927.2039        531.7582
    926.9056        533.2892
    926.5777        534.8561
    926.2316        536.4536
    925.8788        538.0762
    925.5306        539.7185
    925.1987        541.3752
    924.8944        543.0410
    924.6292        544.7102
    924.4145        546.3778
    924.2618        548.0381
    924.1826        549.6860
    924.1882        551.3157
    924.2902        552.9222
    924.5000        554.4999
    924.8256        556.0448
    925.2615        557.5573
    925.7986        559.0391
    926.4280        560.4922
    927.1405        561.9183
    927.9272        563.3191
    928.7791        564.6964
    929.6871        566.0519
    930.6423        567.3874
    931.6356        568.7047
    932.6580        570.0056
    933.7004        571.2919
    934.7540        572.5652
    935.8096        573.8275
    936.8584        575.0803
    937.8912        576.3256
    938.8989        577.5650
    939.8727        578.8005
    940.8035        580.0336
    941.6823        581.2661
    942.5000        582.5000
    943.2486        583.7363
    943.9240        584.9739
    944.5228        586.2112
    945.0417        587.4465
    945.4776        588.6780
    945.8273        589.9041
    946.0873        591.1232
    946.2545        592.3334
    946.3256        593.5332
    946.2974        594.7208
    946.1666        595.8945
    945.9299        597.0529
    945.5842        598.1938
    945.1260        599.3159
    944.5524        600.4175
    943.8597        601.4968
    943.0450        602.5522
    942.1049        603.5818
    941.0363        604.5841
    939.8357        605.5574
    938.4999        606.5000
    937.0286        607.4109
    935.4318        608.2917
    933.7225        609.1450
    931.9137        609.9730
    930.0184        610.7781
    928.0494        611.5629
    926.0199        612.3295
    923.9427        613.0804
    921.8308        613.8180
    919.6973        614.5447
    917.5549        615.2629
    915.4166        615.9749
    913.2956        616.6832
    911.2047        617.3901
    909.1569        618.0979
    907.1649        618.8093
    905.2421        619.5262
    903.4012        620.2515
    901.6553        620.9872
    900.0172        621.7360
    898.5000        622.5000
    897.1137        623.2819
    895.8566        624.0846
    894.7243        624.9114
    893.7121        625.7653
    892.8157        626.6496
    892.0302        627.5673
    891.3514        628.5218
    890.7747        629.5160
    890.2955        630.5532
    889.9093        631.6365
    889.6115        632.7691
    889.3976        633.9542
    889.2631        635.1947
    889.2034        636.4941
    889.2141        637.8554
    889.2905        639.2818
    889.4280        640.7764
    889.6224        642.3423
    889.8688        643.9827
    890.1629        645.7010
    890.5000        647.5000
    890.8768        649.3810
    891.2940        651.3367
    891.7537        653.3582
    892.2578        655.4361
    892.8081        657.5613
    893.4068        659.7246
    894.0557        661.9167
    894.7567        664.1287
    895.5118        666.3511
    896.3229        668.5749
    897.1921        670.7908
    898.1211        672.9898
    899.1120        675.1627
    900.1668        677.3000
    901.2872        679.3928
    902.4755        681.4320
    903.7333        683.4082
    905.0627        685.3123
    906.4657        687.1351
    907.9442        688.8674
    909.5000        690.5001
    911.1329        692.0269
    912.8336        693.4547
    914.5903        694.7928
    916.3914        696.0507
    918.2252        697.2384
    920.0801        698.3653
    921.9444        699.4409
    923.8063        700.4749
    925.6544        701.4769
    927.4768        702.4564
    929.2620        703.4232
    930.9984        704.3868
    932.6741        705.3568
    934.2776        706.3428
    935.7972        707.3544
    937.2213        708.4013
    938.5381        709.4929
    939.7361        710.6390
    940.8034        711.8492
    941.7286        713.1330
    942.4999        714.5000
    943.1103        715.9568
    943.5707        717.4971
    943.8966        719.1121
    944.1036        720.7925
    944.2074        722.5292
    944.2233        724.3130
    944.1670        726.1347
    944.0540        727.9852
    943.8998        729.8553
    943.7201        731.7360
    943.5303        733.6180
    943.3460        735.4922
    943.1827        737.3495
    943.0560        739.1807
    942.9816        740.9766
    942.9747        742.7283
    943.0511        744.4262
    943.2263        746.0616
    943.5158        747.6251
    943.9352        749.1076
    944.5000        750.5000
    945.2209        751.7955
    946.0892        752.9966
    947.0913        754.1083
    948.2136        755.1357
    949.4424        756.0837
    950.7643        756.9572
    952.1655        757.7612
    953.6323        758.5007
    955.1516        759.1805
    956.7092        759.8058
    958.2919        760.3815
    959.8859        760.9125
    961.4777        761.4038
    963.0537        761.8603
    964.6003        762.2870
    966.1039        762.6890
    967.5507        763.0710
    968.9274        763.4382
    970.2202        763.7954
    971.4156        764.1477
    972.5000        764.5000
    973.4620        764.8577
    974.2994        765.2277
    975.0121        765.6176
    975.6001        766.0348
    976.0634        766.4866
    976.4020        766.9807
    976.6158        767.5242
    976.7049        768.1248
    976.6691        768.7898
    976.5086        769.5266
    976.2232        770.3427
    975.8130        771.2456
    975.2780        772.2426
    974.6180        773.3411
    973.8331        774.5487
    972.9233        775.8729
    971.8887        777.3208
    970.7289        778.9000
    969.4443        780.6180
    968.0347        782.4822
    966.4999        784.5000
    964.8403        786.6747
    963.0557        788.9933
    961.1461        791.4385
    959.1118        793.9932
    956.9526        796.6401
    954.6687        799.3621
    952.2603        802.1419
    949.7274        804.9623
    947.0700        807.8062
    944.2883        810.6563
    941.3821        813.4954
    938.3518        816.3065
    935.1973        819.0720
    931.9187        821.7751
    928.5161        824.3984
    924.9894        826.9249
    921.3390        829.3370
    917.5648        831.6178
    913.6669        833.7500
    909.6452        835.7166
    905.4999        837.5000
    901.2360        839.0885
    896.8767        840.4910
    892.4504        841.7215
    887.9852        842.7940
    883.5095        843.7226
    879.0512        844.5215
    874.6391        845.2047
    870.3011        845.7861
    866.0654        846.2800
    861.9603        846.7004
    858.0142        847.0615
    854.2551        847.3771
    850.7112        847.6615
    847.4109        847.9287
    844.3824        848.1928
    841.6539        848.4679
    839.2537        848.7679
    837.2099        849.1071
    835.5509        849.4994
    834.3049        849.9591
    833.4999        850.5000
    833.1546        851.1329
    833.2464        851.8545
    833.7438        852.6580
    834.6144        853.5369
    835.8262        854.4843
    837.3475        855.4937
    839.1459        856.5582
    841.1896        857.6711
    843.4465        858.8258
    845.8846        860.0157
    848.4720        861.2339
    851.1763        862.4737
    853.9657        863.7285
    856.8081        864.9915
    859.6716        866.2560
    862.5240        867.5154
    865.3334        868.7628
    868.0677        869.9918
    870.6949        871.1954
    873.1831        872.3671
    875.5000        873.5000
    877.6191        874.5900
    879.5343        875.6429
    881.2454        876.6667
    882.7515        877.6699
    884.0524        878.6605
    885.1475        879.6467
    886.0360        880.6368
    886.7177        881.6389
    887.1918        882.6613
    887.4579        883.7122
    887.5154        884.7998
    887.3638        885.9324
    887.0025        887.1180
    886.4310        888.3649
    885.6488        889.6813
    884.6553        891.0756
    883.4501        892.5557
    882.0325        894.1300
    880.4019        895.8067
    878.5579        897.5939
    876.5000        899.5000
    874.2294        901.5306
    871.7544        903.6823
    869.0854        905.9487
    866.2325        908.3241
    863.2061        910.8022
    860.0161        913.3772
    856.6729        916.0428
    853.1866        918.7932
    849.5677        921.6220
    845.8262        924.5236
    841.9719        927.4918
    838.0159        930.5202
    833.9678        933.6031
    829.8381        936.7344
    825.6369        939.9080
    821.3744        943.1179
    817.0608        946.3580
    812.7064        949.6224
    808.3212        952.9048
    803.9157        956.1994
    799.5000        959.5000
